"","X","gradu","skilled","income","net_in_ra","net_in","X20_net_in","X20_net_in_ra","연도","V10","Network"
"463","영광군2020",0.1829623,0.0650979,38835440,-0.024604472,-8479,-918,-0.091864305,2020,0.1753785614,-0.645092116314778
"464","장성군2020",0.2012086,0.0501281,37818004,-0.033035265,-1448,-1351,-0.162790698,2020,0.1776950469,-0.617707799795977
"465","완도군2020",0.1389334,0.0560907,21639241,-0.020793466,999,-931,-0.116673977,2020,0.1378820387,-1.08835698715953
"466","진도군2020",0.1495523,0.0510204,26561041,0.002702263,-3007,-333,-0.067903752,2020,0.1418048989,-1.04198292378818
"467","신안군2020",0.1251338,0.0489709,24394230,-0.023538759,35,-1058,-0.183282806,2020,0.1230920229,-1.26319705155246
"468","포항시2020",0.2643846,0.0969745,35692182,-0.00185198,5989,-1805,-0.015338075,2020,0.2554808837,0.301836905150835
"469","경주시2020",0.2634058,0.0774469,39046333,-0.002552838,-210,-3150,-0.059239478,2020,0.2409828589,0.130448610244331
"470","김천시2020",0.2538543,0.0963217,35777310,0.001862224,-247,-1523,-0.050286431,2020,0.247574432,0.208370843786142
"471","안동시2020",0.2617062,0.0901,31830357,-0.006416665,-187,-1359,-0.041689674,2020,0.2487269834,0.221995721792842
"472","구미시2020",0.2484115,0.0945664,70995250,-0.020200504,-140,-4272,-0.034443974,2020,0.2424853753,0.148210596957518
"473","영주시2020",0.2050894,0.0678869,28408902,-0.013781682,-1045,-1571,-0.08448962,2020,0.1929942441,-0.436848451179995
"474","영천시2020",0.1921926,0.052655,35398949,0.009749195,166,-1244,-0.06235589,2020,0.1731072532,-0.671942369709652
"475","상주시2020",0.2139329,0.0630087,22329176,-0.029864532,-1008,-2636,-0.161509711,2020,0.1957977112,-0.40370728521265
"476","문경시2020",0.1958448,0.0665198,21337335,0.000484483,-295,-1125,-0.092315267,2020,0.1854917722,-0.525538868272187
"477","경산시2020",0.3427998,0.0879558,31646928,0.022755856,-2278,703,0.010101228,2020,0.3045442092,0.881838651311992
"478","군위군2020",0.1365157,0.0426673,31780233,-0.008807616,1500,-547,-0.181818182,2020,0.126682381,-1.22075365934204
"479","의성군2020",0.1246132,0.035378,24336024,-0.004696264,-505,-924,-0.139851672,2020,0.1131137784,-1.38115479645956
"480","청송군2020",0.1548513,0.0379274,28785411,-0.00735757,-521,-493,-0.139798667,2020,0.1362945409,-1.10712358087579
"481","영양군2020",0.1412983,0.0427392,22020494,-0.008238687,-605,-252,-0.112474894,2020,0.1301145125,-1.18018074173468
"482","영덕군2020",0.1338771,0.0497083,20949201,-0.027970343,1197,-870,-0.17202175,2020,0.1297948778,-1.18395930101994
"483","청도군2020",0.1725765,0.0467367,23365684,0.003868562,-4600,-746,-0.128167683,2020,0.1550544324,-0.88535365971963
"484","고령군2020",0.1501039,0.0500223,41730061,-0.031137059,-662,-907,-0.179746334,2020,0.1414892234,-1.04571467941939
"485","성주군2020",0.1519243,0.0389493,37678727,-0.006702261,-4667,-839,-0.11935415,2020,0.1349476352,-1.12304601682878
"486","칠곡군2020",0.1933721,0.0630253,33624450,-0.019462267,-72,-2700,-0.096278995,2020,0.1812729618,-0.575411504784012
"487","예천군2020",0.2149235,0.0729704,19314127,0.02722323,-7156,103,0.010695187,2020,0.2035409873,-0.312170203018579
"488","봉화군2020",0.1514674,0.0440406,31013513,-0.015707621,3316,-721,-0.175489838,2020,0.138224156,-1.08431264998161
"489","울진군2020",0.2180141,0.0775854,48308503,-0.010564951,-10928,-664,-0.074577413,2020,0.2089888465,-0.247768375041384
"490","울릉군2020",0.2068191,0.0769129,30553395,-0.062909431,-51,-201,-0.113687783,2020,0.200598524,-0.346954511555005
"491","진주시2020",0.36274,0.1191037,23167298,0.003446251,-2060,-138,-0.0015888,2020,0.3406634959,1.30882253678253
"492","통영시2020",0.2025425,0.0734309,24564249,-0.035006545,-868,-3045,-0.116615284,2020,0.1951131938,-0.411799302686633
"493","사천시2020",0.2318211,0.0900916,38979376,-0.005914675,563,-1259,-0.054529311,2020,0.2275922789,-0.0278480339998646
"494","김해시2020",0.2981201,0.1055727,27804868,-0.008603479,-41,-4668,-0.033352982,2020,0.2854108096,0.655653306863638
"495","밀양시2020",0.2259262,0.0716257,28209991,-0.000682128,-2025,-1537,-0.083612131,2020,0.2103691933,-0.231450615367552
"496","거제시2020",0.2480773,0.1023459,36189381,-0.028822762,-45,-5073,-0.080724981,2020,0.2477492024,0.210436890800776
"497","양산시2020",0.2998052,0.1030506,29301131,0.009453785,-268,-1246,-0.013615775,2020,0.2848190506,0.64865783214176
"498","창원시2020",0.3016581,0.1053654,35808914,-0.010460019,-21,-8468,-0.031599255,2020,0.2877656145,0.683490615891312
"499","의령군2020",0.1518106,0.047167,33285215,-0.001877208,-825,-570,-0.145873321,2020,0.1406771632,-1.05531444317751
"500","함안군2020",0.2053699,0.0724748,57843666,-0.031354642,3991,-1777,-0.152820777,2020,0.1964362029,-0.396159360217036
"501","창녕군2020",0.1642573,0.0528288,42412251,-0.013925655,3304,-1399,-0.134993004,2020,0.1534798727,-0.903967305780678
"502","고성군2020",0.2066212,0.0499396,90358128,0.020652971,-267,-315,-0.060396894,2020,0.1813884856,-0.574045841021103
"503","남해군2020",0.1556634,0.0558649,24098337,-0.000939893,-66,-847,-0.144773951,2020,0.1495505081,-0.9504182608694
"504","하동군2020",0.1715513,0.057746,55321623,-0.043479194,-1294,-1596,-0.242148384,2020,0.1621131911,-0.801908594999542
"505","산청군2020",0.1811955,0.0487733,28489733,-0.001270576,-113,-746,-0.156772092,2020,0.1625879416,-0.796296335410842
"506","함양군2020",0.192538,0.0562043,24983557,-0.006761359,-107,-802,-0.137140903,2020,0.1758608061,-0.639391264095192
"507","거창군2020",0.1934804,0.0718641,24225266,-0.000337735,-211,-1150,-0.103222332,2020,0.1875985615,-0.500633473859132
"508","합천군2020",0.1466484,0.0501835,23587422,-0.018250597,-581,-1012,-0.173480758,2020,0.1391601533,-1.07324776469571
"509","제주시2020",0.3351662,0.11225,28591440,0.0081548,2506,1008,0.008002668,2020,0.3163232534,1.02108453679746
"510","서귀포시2020",0.280634,0.078419,27610371,0.018195436,872,-376,-0.009539031,2020,0.253850471,0.282562993255822
