연도,사업,경제성 평가 비중,정책성 평가 비중,지역균형발전 비중,지역낙후도 평가 비중,B/C,AHP,시기
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 65,0.368,0.318,0.314,0.251,0.730,0.496,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 66,0.387,0.312,0.301,0.241,0.550,0.428,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 68,0.355,0.343,0.302,0.241,0.840,0.513,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 70,0.380,0.300,0.320,0.256,0.490,0.428,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 71,0.368,0.312,0.319,0.256,0.820,0.502,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 72,0.374,0.301,0.325,0.260,0.450,0.439,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 73,0.374,0.301,0.325,0.260,0.610,0.498,개정2
2022,항만자동화 테스트베드 구축(광양항),0.450,0.250,0.300,0.240,0.970,0.594,개정2
2022,행복도시~청주국제공항 연결도로,0.360,0.310,0.330,0.324,0.840,0.519,개정2
2022,새만금 환경생태용지 2단계 조성,0.350,0.300,0.350,0.280,0.700,0.545,개정2
2022,수산식품산업 클러스터 조성사업,0.450,0.250,0.300,0.240,1.170,0.605,개정2
