"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"759","037460","삼지전자",10150,-150,-1.46,"KOSDAQ","통신장비",165632998300,1994,5.09,NA,NA,17497,0.58,400,3.94
"760","037560","LG헬로비전",5470,-60,-1.08,"KOSPI","서비스업",423634351550,348,15.72,511,10.71,8424,0.65,110,2.01
"761","037760","쎄니트",1900,-20,-1.04,"KOSDAQ","금속",64282549900,280,6.79,NA,NA,2631,0.72,40,2.11
"762","037950","엘컴텍",1170,-25,-2.09,"KOSDAQ","IT부품",98803597230,48,24.38,NA,NA,763,1.53,0,0
"763","038010","제일테크노스",7790,340,4.56,"KOSDAQ","금속",7.011e+10,90,86.56,NA,NA,8695,0.9,50,0.64
"764","038060","루멘스",1180,-15,-1.26,"KOSDAQ","반도체",56761621420,NA,NA,NA,NA,1568,0.75,0,0
"765","038110","에코플라스틱",2960,-60,-1.99,"KOSDAQ","운송장비·부품",101141335200,170,17.41,NA,NA,3852,0.77,50,1.69
"766","038290","마크로젠",26700,0,0,"KOSDAQ","기타서비스",289465380000,114,234.21,1445,18.48,20290,1.32,300,1.12
"767","038340","UCI",1335,0,0,"KOSDAQ","일반전기전자",16641828315,NA,NA,NA,NA,1139,1.17,0,0
"768","038390","레드캡투어",20550,-50,-0.24,"KOSDAQ","기타서비스",176513814000,1485,13.84,NA,NA,21711,0.95,800,3.89
"769","038460","바이오스마트",4370,-65,-1.47,"KOSDAQ","정보기기",87783686000,73,59.86,NA,NA,5162,0.85,0,0
"770","038500","삼표시멘트",4395,-25,-0.57,"KOSDAQ","비금속",474292164870,190,23.13,210,20.92,6110,0.72,75,1.71
"771","038530","골드퍼시픽",661,-13,-1.93,"KOSDAQ","유통",60822860891,NA,NA,NA,NA,758,0.87,0,0
"772","038540","상상인",8910,-120,-1.33,"KOSDAQ","컴퓨터서비스",492975268830,1848,4.82,NA,NA,12762,0.7,100,1.12
"773","038620","위즈코프",1215,40,3.4,"KOSDAQ","유통",80853954975,NA,NA,NA,NA,1207,1.01,0,0
"774","038680","에스넷",6080,-70,-1.14,"KOSDAQ","컴퓨터서비스",98162591040,NA,NA,NA,NA,4259,1.43,50,0.82
"775","038870","에코바이오",6720,-140,-2.04,"KOSDAQ","기타서비스",79323464640,485,13.86,NA,NA,6238,1.08,0,0
"776","038880","아이에이",805,-11,-1.35,"KOSDAQ","반도체",237289165750,8,100.63,NA,NA,346,2.33,0,0
"777","038950","파인디지털",5840,-90,-1.52,"KOSDAQ","통신장비",59630867600,311,18.78,NA,NA,11169,0.52,50,0.86
"778","039010","현대에이치티",8640,-220,-2.48,"KOSDAQ","통신장비",7.452e+10,1126,7.67,NA,NA,11584,0.75,350,4.05
"779","039020","이건홀딩스",3920,35,0.9,"KOSDAQ","종이·목재",88532059280,338,11.6,NA,NA,7111,0.55,70,1.79
"780","039030","이오테크닉스",74000,-3800,-4.88,"KOSDAQ","반도체",911646700000,5882,12.58,6115,12.1,39144,1.89,900,1.22
"781","039130","하나투어",48800,-2200,-4.31,"KOSPI","서비스업",782712228000,NA,NA,NA,NA,6225,7.84,0,0
"782","039200","오스코텍",27700,-900,-3.15,"KOSDAQ","제약",836720742500,NA,NA,NA,NA,950,29.16,0,0
"783","039240","경남스틸",3610,90,2.56,"KOSDAQ","금속",97396370440,245,14.73,NA,NA,3708,0.97,100,2.77
"784","039290","인포뱅크",14550,-300,-2.02,"KOSDAQ","통신서비스",126497379900,1021,14.25,NA,NA,7354,1.98,80,0.55
"785","039310","세중",2910,-40,-1.36,"KOSDAQ","기타서비스",52734050970,248,11.73,NA,NA,4822,0.6,0,0
"786","039340","한국경제TV",6250,-10,-0.16,"KOSDAQ","방송서비스",1.4375e+11,1152,5.43,NA,NA,7224,0.87,200,3.2
"787","039420","케이엘넷",2980,-40,-1.32,"KOSDAQ","통신서비스",71981095400,270,11.04,NA,NA,2012,1.48,80,2.68
"788","039440","에스티아이",14800,-250,-1.66,"KOSDAQ","반도체",2.34284e+11,1544,9.59,2769,5.35,12994,1.14,200,1.35
"789","039560","다산네트웍스",5880,-10,-0.17,"KOSDAQ","통신장비",213919327440,NA,NA,NA,NA,4962,1.19,0,0
"790","039570","HDC랩스",8770,-80,-0.9,"KOSPI","건설업",227648160770,593,14.79,NA,NA,11102,0.79,450,5.13
"791","039610","화성밸브",6660,-120,-1.77,"KOSDAQ","기계·장비",69333264000,229,29.08,NA,NA,7465,0.89,0,0
"792","039740","한국정보공학",4325,50,1.17,"KOSDAQ","유통",34679567025,523,8.27,NA,NA,5055,0.86,0,0
"793","039830","오로라",8680,-20,-0.23,"KOSDAQ","기타서비스",93421885200,925,9.38,1446,6,11887,0.73,120,1.38
"794","039840","디오",27650,350,1.28,"KOSDAQ","의료·정밀기기",439130525750,1932,14.31,2771,9.98,12629,2.19,0,0
"795","039860","나노엔텍",5580,-110,-1.93,"KOSDAQ","의료·정밀기기",149586558660,273,20.44,NA,NA,1953,2.86,0,0
"796","040160","누리플렉스",6290,-190,-2.93,"KOSDAQ","소프트웨어",75829315150,773,8.14,NA,NA,6978,0.9,0,0
"797","040300","YTN",3610,20,0.56,"KOSDAQ","방송서비스",1.5162e+11,1228,2.94,NA,NA,5759,0.63,50,1.39
"798","040350","큐로컴",1125,-20,-1.75,"KOSDAQ","컴퓨터서비스",141720156000,NA,NA,NA,NA,381,2.95,0,0
"799","040420","정상제이엘에스",7580,50,0.66,"KOSDAQ","기타서비스",118835844160,913,8.3,1029,7.37,4822,1.57,530,6.99
"800","040610","SG&G",2120,25,1.19,"KOSDAQ","운송",72264855520,441,4.81,NA,NA,8743,0.24,0,0
"801","040910","아이씨디",9590,-10,-0.1,"KOSDAQ","반도체",173247310670,45,213.11,1432,6.7,10289,0.93,200,2.09
"802","041020","폴라리스오피스",1515,35,2.36,"KOSDAQ","소프트웨어",71947456050,NA,NA,NA,NA,1013,1.5,0,0
"803","041190","우리기술투자",6240,-50,-0.79,"KOSDAQ","금융",5.2416e+11,7954,0.78,NA,NA,9347,0.67,0,0
"804","041510","에스엠",73500,-2400,-3.16,"KOSDAQ","오락·문화",1748888473500,5750,12.78,3283,22.39,26333,2.79,200,0.27
"805","041520","이라이콤",5740,-10,-0.17,"KOSDAQ","IT부품",69963310200,203,28.28,NA,NA,17151,0.33,300,5.23
"806","041650","상신브레이크",3370,-55,-1.61,"KOSPI","운수장비",72358786500,506,6.66,NA,NA,9389,0.36,80,2.37
"807","041830","인바디",25650,-950,-3.57,"KOSDAQ","의료·정밀기기",350989008300,2613,9.82,2843,9.02,14104,1.82,200,0.78
"808","041910","에스텍파마",8870,-130,-1.44,"KOSDAQ","제약",105537592810,589,15.06,NA,NA,10556,0.84,100,1.13
"809","041920","메디아나",5040,-110,-2.14,"KOSDAQ","의료·정밀기기",8.064e+10,550,9.16,NA,NA,4936,1.02,27,0.54
"810","041930","동아화성",8930,-40,-0.45,"KOSDAQ","화학",1.41094e+11,837,10.67,NA,NA,8655,1.03,150,1.68
"811","041960","코미팜",7640,-60,-0.78,"KOSDAQ","제약",490380092640,NA,NA,NA,NA,1040,7.35,0,0
"812","042040","케이피엠테크",544,-12,-2.16,"KOSDAQ","화학",87334854528,NA,NA,NA,NA,657,0.83,0,0
"813","042110","에스씨디",1865,-30,-1.58,"KOSDAQ","일반전기전자",90134636860,143,13.04,NA,NA,2310,0.81,30,1.61
"814","042420","네오위즈홀딩스",32100,-1350,-4.04,"KOSDAQ","디지털컨텐츠",284305398600,8825,3.64,NA,NA,59327,0.54,692,2.16
"815","042500","링네트",5030,-120,-2.33,"KOSDAQ","컴퓨터서비스",77245096340,674,7.46,NA,NA,5940,0.85,0,0
"816","042510","라온시큐어",3045,-55,-1.77,"KOSDAQ","소프트웨어",117740241570,NA,NA,NA,NA,805,3.78,0,0
"817","042520","한스바이오메드",10700,-150,-1.38,"KOSDAQ","제약",108101896700,NA,NA,NA,NA,4440,2.41,0,0
"818","042600","새로닉스",23600,-200,-0.84,"KOSDAQ","IT부품",293196346400,2337,10.1,NA,NA,8735,2.7,0,0
"819","042670","현대두산인프라코어",5810,-30,-0.51,"KOSPI","기계",1149005417910,5816,1,942,6.16,6945,0.84,0,0
"820","042700","한미반도체",12450,-500,-3.86,"KOSPI","기계",1231550937300,1057,11.78,1220,10.21,3506,3.55,300,2.41
"821","042940","상지카일룸",1025,-15,-1.44,"KOSDAQ","건설",95782497475,NA,NA,NA,NA,693,1.48,0,0
"822","043090","한창바이오텍",4660,-390,-7.72,"KOSDAQ","유통",176100202380,NA,NA,NA,NA,881,5.29,0,0
"823","043100","솔고바이오",590,-4,-0.67,"KOSDAQ","의료·정밀기기",36744732720,NA,NA,NA,NA,531,1.11,0,0
"824","043150","바텍",36000,1050,3,"KOSDAQ","의료·정밀기기",534753216000,3449,10.44,4810,7.48,18394,1.96,100,0.28
"825","043200","파루",1170,5,0.43,"KOSDAQ","IT부품",48911048550,NA,NA,NA,NA,659,1.78,0,0
"826","043220","티에스넥스젠",1180,-20,-1.67,"KOSDAQ","기계·장비",124618668380,NA,NA,NA,NA,497,2.37,0,0
"827","043260","성호전자",1490,-15,-1,"KOSDAQ","IT부품",79574022160,60,24.83,NA,NA,1762,0.85,0,0
"828","043340","에쎈테크",1020,-5,-0.49,"KOSDAQ","기계·장비",7.344e+10,NA,NA,NA,NA,336,3.04,0,0
"829","043360","디지아이",3440,-45,-1.29,"KOSDAQ","정보기기",3.096e+10,NA,NA,NA,NA,5102,0.67,0,0
"830","043610","지니뮤직",4485,-50,-1.1,"KOSDAQ","디지털컨텐츠",260647739430,NA,NA,NA,NA,2399,1.87,0,0
"831","043650","국순당",9430,-140,-1.46,"KOSDAQ","음식료·담배",168403806720,1369,6.89,NA,NA,15298,0.62,260,2.76
"832","043710","서울리거",949,-38,-3.85,"KOSDAQ","유통",37168688687,NA,NA,NA,NA,663,1.43,0,0
"833","044060","조광ILI",1555,-15,-0.96,"KOSDAQ","기계·장비",148863546120,25,62.2,NA,NA,1082,1.44,0,0
"834","044180","KD",1060,5,0.47,"KOSDAQ","건설",26339559460,NA,NA,NA,NA,1578,0.67,0,0
"835","044340","위닉스",12850,-250,-1.91,"KOSDAQ","일반전기전자",229673511250,1257,10.22,NA,NA,12576,1.02,500,3.89
"836","044380","주연테크",884,2,0.23,"KOSPI","전기전자",52332131696,64,13.81,NA,NA,794,1.11,0,0
"837","044450","KSS해운",10800,150,1.41,"KOSPI","운수창고업",249327504000,2497,4.33,2592,4.17,15261,0.71,350,3.24
"838","044480","블루베리 NFT",2185,-75,-3.32,"KOSDAQ","화학",70671598485,NA,NA,NA,NA,1430,1.53,0,0
"839","044490","태웅",11150,400,3.72,"KOSDAQ","금속",223082298150,357,31.23,NA,NA,23769,0.47,0,0
"840","044780","에이치케이",1885,-30,-1.57,"KOSDAQ","기계·장비",34883408495,298,6.33,NA,NA,3022,0.62,40,2.12
"841","044960","이글벳",6770,110,1.65,"KOSDAQ","유통",85585547910,296,22.87,NA,NA,3326,2.04,50,0.74
"842","045060","오공",3820,-35,-0.91,"KOSDAQ","화학",64718340680,550,6.95,NA,NA,5636,0.68,50,1.31
"843","045100","한양이엔지",14550,-350,-2.35,"KOSDAQ","기타서비스",2.619e+11,2635,5.52,NA,NA,23732,0.61,550,3.78
"844","045300","성우테크론",4960,-90,-1.78,"KOSDAQ","반도체",48465613280,591,8.39,NA,NA,6528,0.76,40,0.81
"845","045340","토탈소프트",6400,-330,-4.9,"KOSDAQ","소프트웨어",54771456000,352,18.18,NA,NA,1896,3.38,0,0
"846","045520","크린앤사이언스",10350,-150,-1.43,"KOSDAQ","기계·장비",6.7275e+10,NA,NA,NA,NA,7062,1.47,150,1.45
"847","045660","에이텍",13100,-400,-2.96,"KOSDAQ","정보기기",1.08206e+11,757,17.31,NA,NA,10832,1.21,100,0.76
"848","045970","코아시아",7340,70,0.96,"KOSDAQ","IT부품",193151189840,NA,NA,NA,NA,4585,1.6,0,0
"849","046070","코다코",1300,-10,-0.76,"KOSDAQ","운송장비·부품",50783532800,176,7.39,NA,NA,610,2.13,0,0
"850","046110","한일네트웍스",12450,50,0.4,"KOSDAQ","컴퓨터서비스",148830126150,785,15.86,NA,NA,7213,1.73,0,0
"851","046120","오르비텍",7300,70,0.97,"KOSDAQ","기타서비스",197602415200,225,32.44,NA,NA,2383,3.06,0,0
"852","046140","SBS콘텐츠허브",6990,150,2.19,"KOSDAQ","오락·문화",150030249450,767,9.11,NA,NA,8636,0.81,75,1.07
"853","046210","파나진",2995,-15,-0.5,"KOSDAQ","의료·정밀기기",96249296700,155,19.32,NA,NA,929,3.22,0,0
"854","046310","백금T&A",2990,-45,-1.48,"KOSDAQ","통신장비",49091736590,354,8.45,NA,NA,2638,1.13,0,0
"855","046390","삼화네트웍스",3730,-80,-2.1,"KOSDAQ","오락·문화",161035040090,162,23.02,NA,NA,1114,3.35,0,0
"856","046440","KG모빌리언스",7220,-30,-0.41,"KOSDAQ","소프트웨어",280320600960,785,9.2,957,7.54,7727,0.93,220,3.05
"857","046890","서울반도체",10950,-250,-2.23,"KOSDAQ","반도체",638444130000,878,12.47,713,15.35,12942,0.85,460,4.2
"858","046940","우원개발",4610,60,1.32,"KOSDAQ","건설",83322753500,65,70.92,NA,NA,5527,0.83,0,0
"859","046970","우리로",1575,-15,-0.94,"KOSDAQ","유통",50478173550,471,3.34,NA,NA,1279,1.23,0,0
"860","047040","대우건설",5470,180,3.4,"KOSPI","건설업",2273455829860,1180,4.64,1254,4.36,7817,0.7,0,0
"861","047080","한빛소프트",3415,-85,-2.43,"KOSDAQ","디지털컨텐츠",84768366230,10,341.5,NA,NA,693,4.93,0,0
"862","047310","파워로직스",6490,180,2.85,"KOSDAQ","IT부품",223392173180,NA,NA,NA,NA,6165,1.05,0,0
"863","047400","유니온머티리얼",3455,-180,-4.95,"KOSPI","비금속광물",1.4511e+11,13,265.77,NA,NA,1997,1.73,35,1.01
"864","047560","이스트소프트",9870,-120,-1.2,"KOSDAQ","소프트웨어",112285383840,484,20.39,788,12.52,6196,1.59,0,0
"865","047770","코데즈컴바인",2290,50,2.23,"KOSDAQ","섬유·의류",86659558580,175,13.09,NA,NA,1383,1.66,0,0
"866","047810","한국항공우주",56200,0,0,"KOSPI","운수장비",5478101013400,656,85.67,1810,31.05,13023,4.32,200,0.36
"867","047820","초록뱀미디어",17150,-250,-1.44,"KOSDAQ","오락·문화",372372839300,NA,NA,NA,NA,15090,1.14,0,0
"868","048410","현대바이오",28600,-150,-0.52,"KOSDAQ","화학",1132468708800,NA,NA,NA,NA,1593,17.95,0,0
"869","048430","유라테크",7400,-70,-0.94,"KOSDAQ","일반전기전자",8.5248e+10,238,31.09,NA,NA,10355,0.71,100,1.35
"870","048470","대동스틸",5660,-100,-1.74,"KOSDAQ","금속",5.66e+10,1463,3.87,NA,NA,7736,0.73,50,0.88
"871","048530","인트론바이오",12050,150,1.26,"KOSDAQ","제약",411516682100,288,41.84,NA,NA,3005,4.01,0,0
"872","048550","SM C&C",4090,-95,-2.27,"KOSDAQ","방송서비스",391106740800,NA,NA,NA,NA,1049,3.9,0,0
"873","048770","TPC",4845,15,0.31,"KOSDAQ","기계·장비",74992552455,139,34.86,NA,NA,2590,1.87,35,0.72
"874","048830","엔피케이",2260,-90,-3.83,"KOSDAQ","화학",42316065980,106,21.32,NA,NA,2298,0.98,30,1.33
"875","048870","시너지이노베이션",4190,-70,-1.64,"KOSDAQ","의료·정밀기기",336990780860,75,55.87,NA,NA,1433,2.92,0,0
"876","048910","대원미디어",14450,-500,-3.34,"KOSDAQ","유통",181765769700,470,30.74,859,16.83,7469,1.93,0,0
"877","049070","인탑스",31700,-300,-0.94,"KOSDAQ","IT부품",5.4524e+11,4436,7.15,4950,6.4,32446,0.98,470,1.48
"878","049080","기가레인",1590,-20,-1.24,"KOSDAQ","반도체",125996751600,49,32.45,74,21.36,785,2.03,0,0
"879","049120","파인디앤씨",1915,5,0.26,"KOSDAQ","IT부품",53961101715,NA,NA,NA,NA,1582,1.21,0,0
"880","049180","셀루메드",6230,-170,-2.66,"KOSDAQ","제약",248654582190,210,29.67,NA,NA,1212,5.14,0,0
"881","049430","코메론",9560,-130,-1.34,"KOSDAQ","의료·정밀기기",86498880000,2286,4.18,NA,NA,20212,0.47,200,2.09
"882","049470","SGA",931,-14,-1.48,"KOSDAQ","소프트웨어",54800753819,88,10.58,NA,NA,901,1.03,0,0
"883","049480","오픈베이스",3035,-55,-1.78,"KOSDAQ","컴퓨터서비스",95366932405,148,20.51,NA,NA,2253,1.35,15,0.49
"884","049520","유아이엘",3070,30,0.99,"KOSDAQ","IT부품",66879753520,NA,NA,NA,NA,6655,0.46,0,0
"885","049550","잉크테크",6760,-40,-0.59,"KOSDAQ","화학",132538432520,91,74.29,NA,NA,2985,2.26,0,0
"886","049630","재영솔루텍",788,-11,-1.38,"KOSDAQ","IT부품",64573095764,NA,NA,NA,NA,737,1.07,0,0
"887","049720","고려신용정보",10850,50,0.46,"KOSDAQ","기타서비스",1.55155e+11,708,15.32,NA,NA,2380,4.56,300,2.76
"888","049770","동원F&B",166000,0,0,"KOSPI","음식료품",640614584000,18009,9.22,22506,7.38,206995,0.8,3500,2.11
"889","049800","우진플라임",3860,90,2.39,"KOSPI","기계",7.72e+10,1126,3.43,940,4.11,4106,0.94,50,1.3
"890","049830","승일",15450,1250,8.8,"KOSDAQ","금속",94741130400,657,23.52,NA,NA,24542,0.63,170,1.1
"891","049950","미래컴퍼니",21000,-550,-2.55,"KOSDAQ","기계·장비",180323220000,837,25.09,NA,NA,13548,1.55,100,0.48
"892","049960","쎌바이오텍",13650,-300,-2.15,"KOSDAQ","제약",1.2831e+11,1468,9.3,NA,NA,15087,0.9,450,3.3
"893","050090","비케이홀딩스",564,-5,-0.88,"KOSDAQ","IT부품",44634363288,NA,NA,NA,NA,318,1.77,0,0
"894","050120","ES큐브",3830,-45,-1.16,"KOSDAQ","유통",51950449380,670,5.72,NA,NA,6347,0.6,0,0
"895","050540","한국코퍼레이션",822,0,0,"KOSDAQ","기타서비스",4207455498,205,4.01,NA,NA,2139,0.38,0,0
"896","050860","아세아텍",3040,-10,-0.33,"KOSDAQ","기계·장비",6.84e+10,224,13.57,NA,NA,4822,0.63,50,1.64
"897","050890","쏠리드",5480,-90,-1.62,"KOSDAQ","통신장비",335494587200,427,12.83,376,14.59,3212,1.71,0,0
"898","050960","수산아이앤티",12050,-500,-3.98,"KOSDAQ","출판·매체복제",81349550000,263,45.82,NA,NA,11803,1.02,125,1.04
"899","051160","지어소프트",12450,-150,-1.19,"KOSDAQ","소프트웨어",192656653500,468,26.6,NA,NA,5203,2.39,0,0
"900","051360","토비스",9330,110,1.19,"KOSDAQ","정보기기",153171151140,82,113.78,1515,6.16,12127,0.77,100,1.07
"901","051380","피씨디렉트",13600,-100,-0.73,"KOSDAQ","유통",104312489600,1695,8.02,NA,NA,6938,1.96,600,4.41
"902","051390","YW",3845,-25,-0.65,"KOSDAQ","유통",43661389960,308,12.48,NA,NA,8638,0.45,100,2.6
"903","051490","나라엠앤디",7410,70,0.95,"KOSDAQ","기계·장비",1.05222e+11,262,28.28,NA,NA,6064,1.22,50,0.67
"904","051500","CJ프레시웨이",40650,-550,-1.33,"KOSDAQ","유통",482579970900,2245,18.11,4479,9.08,20715,1.96,300,0.74
"905","051630","진양화학",3980,-95,-2.33,"KOSPI","화학",4.776e+10,NA,NA,NA,NA,1953,2.04,0,0
"906","051780","큐로홀딩스",500,-8,-1.57,"KOSDAQ","유통",62211225000,NA,NA,NA,NA,304,1.64,0,0
"907","051900","LG생활건강",737000,-3000,-0.41,"KOSPI","화학",11510611189000,50395,14.62,38669,19.06,321556,2.29,12000,1.63
"908","051905","LG생활건강우",364000,-8500,-2.28,"KOSPI","화학",764289708000,NA,NA,NA,NA,NA,NA,12050,3.31
"909","051910","LG화학",649000,-22000,-3.28,"KOSPI","화학",45814430607000,47108,13.78,37110,17.49,278455,2.33,12000,1.85
"910","051915","LG화학우",319500,-4500,-1.39,"KOSPI","화학",2456571600000,NA,NA,NA,NA,NA,NA,12050,3.77
"911","051980","중앙디앤엠",683,-15,-2.15,"KOSDAQ","화학",23676352090,NA,NA,NA,NA,1068,0.64,0,0
"912","052020","에스티큐브",19850,-300,-1.49,"KOSDAQ","IT부품",835206674550,NA,NA,NA,NA,460,43.15,0,0
"913","052220","iMBC",3445,10,0.29,"KOSDAQ","디지털컨텐츠",7.9235e+10,48,71.77,NA,NA,2403,1.43,0,0
"914","052300","초록뱀컴퍼니",879,-15,-1.68,"KOSDAQ","유통",101155321758,942,0.93,NA,NA,2655,0.33,0,0
"915","052330","코텍",9740,100,1.04,"KOSDAQ","정보기기",151696136480,NA,NA,NA,NA,20215,0.48,0,0
"916","052400","코나아이",17600,-500,-2.76,"KOSDAQ","소프트웨어",273840476800,3594,4.9,NA,NA,9393,1.87,0,0
"917","052420","오성첨단소재",2150,0,0,"KOSDAQ","IT부품",155160649600,NA,NA,NA,NA,2795,0.77,0,0
"918","052460","아이크래프트",3730,-25,-0.67,"KOSDAQ","컴퓨터서비스",54487601280,176,21.19,NA,NA,2780,1.34,50,1.34
"919","052600","한네트",7600,-110,-1.43,"KOSDAQ","통신서비스",87884120000,123,61.79,NA,NA,3029,2.51,100,1.32
"920","052670","제일바이오",1860,10,0.54,"KOSDAQ","제약",54180059040,NA,NA,NA,NA,1321,1.41,0,0
"921","052690","한전기술",72200,2400,3.44,"KOSPI","서비스업",2.759484e+12,432,167.13,393,183.56,13496,5.35,238,0.33
"922","052710","아모텍",26350,-450,-1.68,"KOSDAQ","IT부품",256738748100,NA,NA,1257,20.97,19024,1.39,0,0
"923","052770","아이톡시",2085,0,0,"KOSDAQ","유통",41353750305,NA,NA,NA,NA,284,7.34,0,0
"924","052790","액토즈소프트",9670,-310,-3.11,"KOSDAQ","디지털컨텐츠",109567269460,3424,2.82,NA,NA,17896,0.54,0,0
"925","052860","아이앤씨",2980,-85,-2.77,"KOSDAQ","반도체",53231304920,NA,NA,NA,NA,2465,1.21,0,0
"926","052900","KX하이텍",1475,-30,-1.99,"KOSDAQ","반도체",76151367850,102,14.46,NA,NA,1998,0.74,0,0
"927","053030","바이넥스",15200,-100,-0.65,"KOSDAQ","제약",482767929600,614,24.76,624,24.34,5834,2.61,0,0
"928","053060","세동",1590,-5,-0.31,"KOSDAQ","운송장비·부품",27759821130,NA,NA,NA,NA,980,1.62,0,0
"929","053110","소리바다",3960,0,0,"KOSDAQ","디지털컨텐츠",35403782040,NA,NA,NA,NA,NA,NA,0,0
"930","053160","프리엠스",9140,-160,-1.72,"KOSDAQ","일반전기전자",5.484e+10,226,40.44,NA,NA,10566,0.87,50,0.55
"931","053210","스카이라이프",9630,-320,-3.22,"KOSPI","서비스업",460525532580,1266,7.61,1544,6.24,16643,0.58,350,3.63
"932","053260","금강철강",7030,20,0.29,"KOSDAQ","금속",131601600000,631,11.14,NA,NA,7407,0.95,120,1.71
"933","053280","예스24",6700,-30,-0.45,"KOSDAQ","인터넷",1.675e+11,746,8.98,NA,NA,13329,0.5,200,2.99
"934","053290","NE능률",5620,-190,-3.27,"KOSDAQ","출판·매체복제",92877845340,262,21.45,NA,NA,4925,1.14,60,1.07
"935","053300","한국정보인증",6020,-50,-0.82,"KOSDAQ","소프트웨어",251493512620,371,16.23,NA,NA,4180,1.44,120,1.99
"936","053350","이니텍",4160,-30,-0.72,"KOSDAQ","소프트웨어",82330210560,274,15.18,NA,NA,6209,0.67,20,0.48
"937","053450","세코닉스",8140,40,0.49,"KOSDAQ","의료·정밀기기",120413416420,289,28.17,1009,8.06,6764,1.2,0,0
"938","053580","웹케시",20450,1550,8.2,"KOSDAQ","금융",281928771600,1110,18.42,1420,14.4,7329,2.79,100,0.49
"939","053590","한국테크놀로지",752,-5,-0.66,"KOSDAQ","유통",101560406464,NA,NA,NA,NA,137,5.49,0,0
"940","053620","태양",8900,140,1.6,"KOSDAQ","금속",7.654e+10,604,14.74,NA,NA,21159,0.42,150,1.69
"941","053700","삼보모터스",4800,-65,-1.34,"KOSDAQ","운송장비·부품",90354700800,728,6.59,NA,NA,12923,0.37,50,1.04
"942","053800","안랩",92400,-1300,-1.39,"KOSDAQ","소프트웨어",925280202000,4854,19.04,NA,NA,28881,3.2,1100,1.19
"943","053950","경남제약",2565,-20,-0.77,"KOSDAQ","제약",79129134225,NA,NA,NA,NA,3199,0.8,0,0
"944","053980","오상자이엘",6680,-150,-2.2,"KOSDAQ","컴퓨터서비스",118555851760,259,25.79,NA,NA,3657,1.83,0,0
"945","054040","한국컴퓨터",3925,-35,-0.88,"KOSDAQ","IT부품",63079813250,993,3.95,NA,NA,7532,0.52,180,4.59
